date,startup,vertical,subvertical,location,investor,investment_type,amount,month,year
20-11-2018,HealthifyMe,Health and Wellness,Wellness Coach,Bangalore,VC Samsung NEXT,Series B (Extension),48.912,11,2018
20-11-2018,HealthifyMe,Health and Wellness,Wellness Coach,Bangalore,Chiratae Ventures (formerly IDG Ventures),Series B (Extension),48.912,11,2018
20-11-2018,HealthifyMe,Health and Wellness,Wellness Coach,Bangalore,Inventus Capital,Series B (Extension),48.912,11,2018
20-11-2018,HealthifyMe,Health and Wellness,Wellness Coach,Bangalore,Blume Ventures,Series B (Extension),48.912,11,2018
20-11-2018,HealthifyMe,Health and Wellness,Wellness Coach,Bangalore,Innoven Capital,Series B (Extension),48.912,11,2018
21-11-2018,Genius Corner,Education,Personalized Learning,Noida,Individual Investors,Seed Funding,2.266,11,2018
22-11-2018,Aavishkaar-Intellecap Group,Investment,SME Funding,Mumbai,Teachers Insurance,Equity Based Funding,252.712,11,2018
22-11-2018,Aavishkaar-Intellecap Group,Investment,SME Funding,Mumbai,Annuity Association (TIAA),Equity Based Funding,252.712,11,2018
22-11-2018,Skillbox,Social Network,Art,Gurgaon,Individual Investors,Seed Funding,0,11,2018
23-11-2018,Signzy,Financial Tech,Digital Onboarding Solution,Mumbai,Stellaris Venture Partners,Series A,27.717,11,2018
23-11-2018,Signzy,Financial Tech,Digital Onboarding Solution,Bangalore,Stellaris Venture Partners,Series A,27.717,11,2018
23-11-2018,Signzy,Financial Tech,Digital Onboarding Solution,Mumbai,Kalaari Capital,Series A,27.717,11,2018
23-11-2018,Signzy,Financial Tech,Digital Onboarding Solution,Bangalore,Kalaari Capital,Series A,27.717,11,2018
23-11-2018,Signzy,Financial Tech,Digital Onboarding Solution,Mumbai,Rajan An,Series A,27.717,11,2018
23-11-2018,Signzy,Financial Tech,Digital Onboarding Solution,Bangalore,Rajan An,Series A,27.717,11,2018
23-11-2018,Signzy,Financial Tech,Digital Onboarding Solution,Mumbai,an from Google,Series A,27.717,11,2018
23-11-2018,Signzy,Financial Tech,Digital Onboarding Solution,Bangalore,an from Google,Series A,27.717,11,2018
23-11-2018,Signzy,Financial Tech,Digital Onboarding Solution,Mumbai,Dilip Kh,Series A,27.717,11,2018
23-11-2018,Signzy,Financial Tech,Digital Onboarding Solution,Bangalore,Dilip Kh,Series A,27.717,11,2018
23-11-2018,Signzy,Financial Tech,Digital Onboarding Solution,Mumbai,welwal from SAP Labs India,Series A,27.717,11,2018
23-11-2018,Signzy,Financial Tech,Digital Onboarding Solution,Bangalore,welwal from SAP Labs India,Series A,27.717,11,2018
23-11-2018,Signzy,Financial Tech,Digital Onboarding Solution,Mumbai,Amrish Rau from PayU India,Series A,27.717,11,2018
23-11-2018,Signzy,Financial Tech,Digital Onboarding Solution,Bangalore,Amrish Rau from PayU India,Series A,27.717,11,2018
24-11-2018,Engineer.ai,Software,AI Platform,India,Lakestar,Series A,240.484,11,2018
24-11-2018,Engineer.ai,Software,AI Platform,US,Lakestar,Series A,240.484,11,2018
24-11-2018,Engineer.ai,Software,AI Platform,India,Jungle Ventures,Series A,240.484,11,2018
24-11-2018,Engineer.ai,Software,AI Platform,US,Jungle Ventures,Series A,240.484,11,2018
24-11-2018,Engineer.ai,Software,AI Platform,India,Softbank DeepCore.,Series A,240.484,11,2018
24-11-2018,Engineer.ai,Software,AI Platform,US,Softbank DeepCore.,Series A,240.484,11,2018
25-11-2018,InCred Finance,Finance,SME Lending,India,Paragon Partners,Private Equity,342.384,11,2018
25-11-2018,InCred Finance,Finance,SME Lending,India,Individual Investors,Private Equity,342.384,11,2018
25-11-2018,Roposo,Social Media,Video Sharing,New Delhi,Bertelsmann India Investments,Series B,13.858,11,2018
10-01-2018,Northmist,Fashion,Mens Wear,New Delhi,Prashant Jaiswal,Seed/ Angel Funding,0,1,2018
10-02-2018,Origo Commodities India Pvt. Ltd,Logistics,Supply Chain,Hyderabad,Cooperative Oikocredit,Seed/ Angel Funding,89.672,2,2018
10-02-2018,Origo Commodities India Pvt. Ltd,Logistics,Supply Chain,Hyderabad,Caspian,Seed/ Angel Funding,89.672,2,2018
10-02-2018,Origo Commodities India Pvt. Ltd,Logistics,Supply Chain,Hyderabad,Hivos-Triodos Fund,Seed/ Angel Funding,89.672,2,2018
10-04-2018,Grover Zampa,Food,Wine,Mumbai,Ravi Viswanathan,Private Equity,66.846,4,2018
10-05-2018,Droom,Automobile,New and Used Cars Platform,Gurgaon,ZigExN,Series E,24.456,5,2018
10-11-2018,Innov8,Real Estate,Co-Working,New Delhi,Credence Family Office,Pre-Series A,32.608,11,2018
10-12-2018,BlackBuck,Logistics Tech,Largest Trucking Platform,Bangalore,Sequoia Capital,Private Funding,119.671,12,2018
10-12-2018,LetsTransport,Logistics Tech,Book Trucks Online,Bangalore,Fosun International,Series C,97.824,12,2018
09-01-2018,NetMeds,Consumer Internet,Online Pharmacy Chain,Chennai,Sistema Asia Fund,Private Equity,285.32,1,2018
09-01-2018,NetMeds,Consumer Internet,Online Pharmacy Chain,Chennai,TannCam Investment,Private Equity,285.32,1,2018
09-03-2018,Udaan,B2B Platform,Logistics and Shipping,Bangalore,DST Global,Private Equity,1834.2,3,2018
09-03-2018,Udaan,B2B Platform,Logistics and Shipping,Bangalore,Lightspeed Venture Partners,Private Equity,1834.2,3,2018
09-03-2018,Daily hunt,Consumer Internet,News and ebooks Mobile App,Bangalore,Falcon Edge,Private Equity,52.091,3,2018
09-04-2018,HappyGoEasy,Consumer Internet,Online Travel Agecy,Gurgaon,Korea Investment Partners (KIP),Private Equity,0,4,2018
09-04-2018,HappyGoEasy,Consumer Internet,Online Travel Agecy,Gurgaon,Samsung,Private Equity,0,4,2018
09-04-2018,HappyGoEasy,Consumer Internet,Online Travel Agecy,Gurgaon,China-based CITIC Capital,Private Equity,0,4,2018
09-04-2018,HappyGoEasy,Consumer Internet,Online Travel Agecy,Gurgaon,Others,Private Equity,0,4,2018
09-05-2018,Nykaa,Consumer Internet,Online Marketplace For Multi-brand Beauty Cosmetic and Wellness Products,Mumbai,Lighthouse,Private Equity,1281.494,5,2018
09-05-2018,Mad Street Den,Technology,Computer Vision And Artificial Intelligence (Ai) Platform,Chennai,KDDI,Private Equity,0,5,2018
09-06-2018,Dream11,Consumer Internet,Online Gaming Platform,Mumbai,Tencent,Private Equity,815.2,6,2018
09-06-2018,Dream11,Consumer Internet,Online Gaming Platform,Mumbai,Kalaari Capital,Private Equity,815.2,6,2018
09-06-2018,Dream11,Consumer Internet,Online Gaming Platform,Mumbai,Private equity firm Multiples Alternate Asset Management,Private Equity,815.2,6,2018
09-10-2018,MamaEarth,Healthcare,Online Marketplace For Mother and Babycare Products,Gurgaon,Stellaris Venture Partners,Private Equity,32.608,10,2018
09-10-2018,MamaEarth,Healthcare,Online Marketplace For Mother and Babycare Products,Gurgaon,Others,Private Equity,32.608,10,2018
09-11-2018,AutoGrid,Technology,AI-Based Energy Optimisation and Control Provider,Bangalore,CLP Holdings Group,Private Equity,260.864,11,2018
09-11-2018,AutoGrid,Technology,AI-Based Energy Optimisation and Control Provider,Bangalore,Innogyrstead,Private Equity,260.864,11,2018
09-11-2018,AutoGrid,Technology,AI-Based Energy Optimisation and Control Provider,Bangalore,Tenaska,Private Equity,260.864,11,2018
09-11-2018,PharmEasy,Consumer Internet,Online Marketplace For Pharmaceutical Products,Mumbai,Innoven Capital,Debt Funding,44.836,11,2018
09-11-2018,Upwards,FinTech,Online Micro Lending Marketplace,Mumbai,Shunwei Capital,Private Equity,40.76,11,2018
09-11-2018,Upwards,FinTech,Online Micro Lending Marketplace,Mumbai,Quotient,Private Equity,40.76,11,2018
09-11-2018,Upwards,FinTech,Online Micro Lending Marketplace,Mumbai,Mayfield,Private Equity,40.76,11,2018
09-11-2018,Upwards,FinTech,Online Micro Lending Marketplace,Mumbai,Others,Private Equity,40.76,11,2018
09-12-2018,Kissht,FinTech,Online Lending Platform,Mumbai,Vertex Ventures Southeast Asia (SEA),Private Equity,244.56,12,2018
09-12-2018,Kissht,FinTech,Online Lending Platform,Mumbai,India,Private Equity,244.56,12,2018
09-12-2018,Kissht,FinTech,Online Lending Platform,Mumbai,Sistema Asia Fund,Private Equity,244.56,12,2018
09-12-2018,Kissht,FinTech,Online Lending Platform,Mumbai,Fosun RZ Capital,Private Equity,244.56,12,2018
09-12-2018,Kissht,FinTech,Online Lending Platform,Mumbai,VentureEast,Private Equity,244.56,12,2018
09-12-2018,Kissht,FinTech,Online Lending Platform,Mumbai,Endiya Partners,Private Equity,244.56,12,2018
08-01-2018,dishq,Food Tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bangalore,Farm To Fork,Seed/ Angel Funding,3.261,1,2018
08-01-2018,dishq,Food Tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bangalore,Arts Alliance,Seed/ Angel Funding,3.261,1,2018
08-01-2018,dishq,Food Tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bangalore,The Syndicate Fund,Seed/ Angel Funding,3.261,1,2018
08-01-2018,dishq,Food Tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bangalore,Sven Hensen,Seed/ Angel Funding,3.261,1,2018
08-01-2018,dishq,Food Tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bangalore,Zeroth,Seed/ Angel Funding,3.261,1,2018
08-01-2018,dishq,Food Tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bangalore,Artesian Venture Partners,Seed/ Angel Funding,3.261,1,2018
08-01-2018,HealthFin,Finance,Patient Financing Platform,Pune,Axilor,Seed/ Angel Funding,0,1,2018
08-01-2018,HealthFin,Finance,Patient Financing Platform,Pune,Sprout Venture Partners,Seed/ Angel Funding,0,1,2018
08-01-2018,HealthFin,Finance,Patient Financing Platform,Pune,Others,Seed/ Angel Funding,0,1,2018
08-02-2018,Samosa Labs,Consumer Internet,Social Media and Chat Entertainment Platform,Hyderabad,Xiaomi,Private Equity,57.064,2,2018
08-02-2018,Samosa Labs,Consumer Internet,Social Media and Chat Entertainment Platform,Hyderabad,Sequoia Capital India,Private Equity,57.064,2,2018
08-03-2018,ZiffyHomes,Consumer Internet,Online Home Rental Marketplace,Gurgaon,Y Combinator,Private Equity,0.978,3,2018
08-07-2018,ShopX,Consumer Internet,Assisted E-commerce Platform,Bangalore,Fung Strategic Holdings,Private Equity,285.32,7,2018
08-07-2018,MakeMyTrip,Consumer Internet,Online Travel Aggregator,Gurgaon,MakeMyTrip,Private Equity,81.52,7,2018
08-08-2018,Hansel.io,Consumer Internet,Real-time Mobile App Management,Bangalore,Vertex Ventures Southeast Asia (SEA),Seed/ Angel Funding,32.608,8,2018
08-08-2018,Metro Bikes,Consumer Internet,Online Bike Rental Marketplace,Bangalore,Sequoia Capital India,Private Equity,99.454,8,2018
08-08-2018,Metro Bikes,Consumer Internet,Online Bike Rental Marketplace,Bangalore,Accel Partners,Private Equity,99.454,8,2018
08-08-2018,Metro Bikes,Consumer Internet,Online Bike Rental Marketplace,Bangalore,G Raghun,Private Equity,99.454,8,2018
08-08-2018,Metro Bikes,Consumer Internet,Online Bike Rental Marketplace,Bangalore,An,Private Equity,99.454,8,2018
08-08-2018,Phone Pe,Consumer Internet,UPI Payments App,Bangalore,Flipkart,Private Equity,538.032,8,2018
08-09-2018,quizizz,Ed-Tech,e-learning Platform,Bangalore,Nexus Venture Partners,Seed/ Angel Funding,24.456,9,2018
08-09-2018,quizizz,Ed-Tech,e-learning Platform,Bangalore,Prime Venture Partners,Seed/ Angel Funding,24.456,9,2018
08-09-2018,quizizz,Ed-Tech,e-learning Platform,Bangalore,Others,Seed/ Angel Funding,24.456,9,2018
08-09-2018,Happy EMI,FinTech,Consumer Financing Platform,Bangalore,AJ Ventures,Seed/ Angel Funding,8.152,9,2018
08-09-2018,Happy EMI,FinTech,Consumer Financing Platform,Bangalore,Jain International Trade Organisation (JITO),Seed/ Angel Funding,8.152,9,2018
13-08-2018,Inthree,Consumer Internet,Rural E-commerce Platform,Chennai,VentureEast,Seed/ Angel Funding,32.608,8,2018
13-08-2018,Inthree,Consumer Internet,Rural E-commerce Platform,Chennai,Orios Ventures Partners,Seed/ Angel Funding,32.608,8,2018
13-08-2018,Inthree,Consumer Internet,Rural E-commerce Platform,Chennai,the IAN Fund,Seed/ Angel Funding,32.608,8,2018
13-08-2018,Observe AI,Technology,AI Based Solutions Platform,Bangalore,Nexus Venture Partners,Private Equity,65.216,8,2018
13-08-2018,Observe AI,Technology,AI Based Solutions Platform,Bangalore,MGV,Private Equity,65.216,8,2018
13-08-2018,Observe AI,Technology,AI Based Solutions Platform,Bangalore,Liquid 2 Ventures,Private Equity,65.216,8,2018
13-08-2018,Observe AI,Technology,AI Based Solutions Platform,Bangalore,Hack VC,Private Equity,65.216,8,2018
13-08-2018,Observe AI,Technology,AI Based Solutions Platform,Bangalore,Emergent Ventures India,Private Equity,65.216,8,2018
13-08-2018,Observe AI,Technology,AI Based Solutions Platform,Bangalore,Y Combinator,Private Equity,65.216,8,2018
17-08-2018,EazyDiner,Consumer Internet,Online Restaurant Table Reservation Platform,Gurgaon,Denlow Investment Trust,Private Equity,47.689,8,2018
17-08-2018,EazyDiner,Consumer Internet,Online Restaurant Table Reservation Platform,Gurgaon,Beenext Ventures,Private Equity,47.689,8,2018
20-08-2018,RAW Pressery,Consumer Internet,Online Organic Juice Delivery Service,Mumbai,Alteria Capital,Debt Funding,39.13,8,2018
22-08-2018,Pi Ventures,Technology,Applied Artificial Intelligence and IoT focusedPlatform,Bangalore,CDC Group Plc,Private Equity,48.912,8,2018
22-08-2018,Revv,Consumer Internet,Online Indian Car Rental Platform,Gurgaon,Hyundai,Private Equity,116.329,8,2018
22-08-2018,Revv,Consumer Internet,Online Indian Car Rental Platform,Gurgaon,Edelweiss,Private Equity,116.329,8,2018
22-08-2018,Revv,Consumer Internet,Online Indian Car Rental Platform,Gurgaon,Beenext Ventures,Private Equity,116.329,8,2018
22-08-2018,Revv,Consumer Internet,Online Indian Car Rental Platform,Gurgaon,Dream Incubator,Private Equity,116.329,8,2018
22-08-2018,Revv,Consumer Internet,Online Indian Car Rental Platform,Gurgaon,Sunjay Kapoor,Private Equity,116.329,8,2018
22-08-2018,Revv,Consumer Internet,Online Indian Car Rental Platform,Gurgaon,Telama Investment,Private Equity,116.329,8,2018
26-08-2018,ZestMoney,Consumer Internet,Online Lending Platform,Bangalore,Xiaomi,Private Equity,109.237,8,2018
26-08-2018,ZestMoney,Consumer Internet,Online Lending Platform,Bangalore,PayU,Private Equity,109.237,8,2018
26-08-2018,ZestMoney,Consumer Internet,Online Lending Platform,Bangalore,Ribbit Capital,Private Equity,109.237,8,2018
26-08-2018,ZestMoney,Consumer Internet,Online Lending Platform,Bangalore,Omidiyar Network,Private Equity,109.237,8,2018
26-08-2018,Shubh Loans,FinTech,Customer Sourcing Platform,Bangalore,Saama Capital,Private Equity,34.238,8,2018
26-08-2018,Shubh Loans,FinTech,Customer Sourcing Platform,Bangalore,SRI Capital,Private Equity,34.238,8,2018
26-08-2018,Shubh Loans,FinTech,Customer Sourcing Platform,Bangalore,Beenext Ventures,Private Equity,34.238,8,2018
26-08-2018,Shubh Loans,FinTech,Customer Sourcing Platform,Bangalore,Pravega Ventures,Private Equity,34.238,8,2018
27-08-2018,MyUpchar,Healthcare,Local Language Health Content App,New Delhi,Nexus Venture Partners,Private Equity,40.76,8,2018
27-08-2018,MyUpchar,Healthcare,Local Language Health Content App,New Delhi,Omidiyar Network,Private Equity,40.76,8,2018
27-08-2018,MyUpchar,Healthcare,Local Language Health Content App,New Delhi,Shunwei Capital,Private Equity,40.76,8,2018
28-08-2018,Narvar,IT,Post-Purchase Customer Engagement Platform,Bangalore,Accel Partners,Private Equity,24.456,8,2018
07-01-2018,Leena AI,Technology,HR Virtual Agent For Employees,Gurgaon,Y Combinator,Seed/ Angel Funding,0,1,2018
07-02-2018,Biryani By Kilo,Consumer Internet,Online Food Delivery,Gurgaon,Ajay Relan,Seed/ Angel Funding,8.152,2,2018
07-02-2018,Biryani By Kilo,Consumer Internet,Online Food Delivery,Gurgaon,Vinay Mittal,Seed/ Angel Funding,8.152,2,2018
07-04-2018,Anchanto,IT,E-commerce Fulfilment Platform,Pune,MDI Ventures,Private Equity,32.608,4,2018
07-04-2018,Anchanto,IT,E-commerce Fulfilment Platform,Pune,Telkom Indonesia,Private Equity,32.608,4,2018
07-05-2018,LoanTap,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,Shunwei Capital,Private Equity,50.95,5,2018
07-05-2018,LoanTap,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,Tuscan Ventures,Private Equity,50.95,5,2018
07-05-2018,LoanTap,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,Ashish Goenka,Private Equity,50.95,5,2018
07-05-2018,LoanTap,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,VC firms India Quotient,Private Equity,50.95,5,2018
07-05-2018,LoanTap,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,Kae Capital,Private Equity,50.95,5,2018
07-06-2018,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,Gurgaon,Info Edge (India) Ltd,Private Equity,225.81,6,2018
07-06-2018,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,Gurgaon,Temasek,Private Equity,225.81,6,2018
07-09-2018,ZippServe,Consumer Internet,Online Platform For Risk-Assessment Services For Real Estate Investments,Bangalore,Info Edge (India) Ltd,Seed/ Angel Funding,3.587,9,2018
07-09-2018,Groww,Consumer Internet,Online Platform That Sells Direct Plans Of Mutual Funds,Bangalore,Insignia Ventures Partners,Seed/ Angel Funding,8.967,9,2018
07-09-2018,Groww,Consumer Internet,Online Platform That Sells Direct Plans Of Mutual Funds,Bangalore,Lightbridge Partners,Seed/ Angel Funding,8.967,9,2018
07-09-2018,Groww,Consumer Internet,Online Platform That Sells Direct Plans Of Mutual Funds,Bangalore,Kairos,Seed/ Angel Funding,8.967,9,2018
07-10-2018,Avenue Growth,Consumer Internet,Online Platform That Connects Brands With Freelance Sales Professionals,Gurgaon,Avtar Monga,Seed/ Angel Funding,3.562,10,2018
07-10-2018,Avenue Growth,Consumer Internet,Online Platform That Connects Brands With Freelance Sales Professionals,Gurgaon,chief operating office at IDFC Bank,Seed/ Angel Funding,3.562,10,2018
07-10-2018,Avenue Growth,Consumer Internet,Online Platform That Connects Brands With Freelance Sales Professionals,Gurgaon,Aditya Malik,Seed/ Angel Funding,3.562,10,2018
07-10-2018,Avenue Growth,Consumer Internet,Online Platform That Connects Brands With Freelance Sales Professionals,Gurgaon,Others,Seed/ Angel Funding,3.562,10,2018
07-10-2018,iNICU,Healthcare,Med-tech Platform Providing Care For Newborns,New Delhi,Venture Catalysts,Seed/ Angel Funding,0,10,2018
07-10-2018,Kinara Capital,Finance,Lending Platform For Micro and Small Enterprises,Bangalore,ResponsAbility,Private Equity,40.76,10,2018
07-10-2018,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,Stellaris Venture Partners,Private Equity,40.76,10,2018
07-10-2018,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,Vy Capital,Private Equity,40.76,10,2018
07-10-2018,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,Raghun,Private Equity,40.76,10,2018
07-10-2018,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,an G,Private Equity,40.76,10,2018
07-10-2018,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,Ramakant Sharma,Private Equity,40.76,10,2018
07-11-2018,Sambandh,Consumer Internet,Online Micro Lending Platform,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Private Equity,20.38,11,2018
07-12-2018,19th mile,IT,Artificial intelligence-based sales acceleration software platform,Gurgaon,Rishi Vasudev,Seed/ Angel Funding,1.467,12,2018
07-12-2018,19th mile,IT,Artificial intelligence-based sales acceleration software platform,Gurgaon,Excelsior Investments,Seed/ Angel Funding,1.467,12,2018
07-12-2018,19th mile,IT,Artificial intelligence-based sales acceleration software platform,Gurgaon,Ritesh Veera,Seed/ Angel Funding,1.467,12,2018
